cid,year,country,fps,gdpgrowthannual,gdppercapitacurrentus,strdum,tradeofgdp,inflation,healthexpenditurepercapitacurren,lifeexpect
20,13,Bermuda,257,5.2,76233.24,1,62.50068,,,78.57671
20,14,Bermuda,219,6.4,84441.65,1,66.77499,,,78.71907
20,15,Bermuda,206,4.2,91574.14,1,67.74565,,,78.86144
20,16,Bermuda,4,-0.3,94515.55,1,62.48057,,,79.00381
20,17,Bermuda,229,-8.1,88746.89,1,,,,79.14617
20,18,Bermuda,138,,,1
21,1,Bolivia,30,4.269295,801.8441,0,47.46712,8.527877,,60.25178
21,2,Bolivia,30,4.667266,817.3354,0,48.86085,7.874044,,60.6829
21,3,Bolivia,37,4.678277,897.2476,0,49.73799,10.19321,40.10791,61.09088
21,4,Bolivia,37,4.361341,966.9354,0,49.85629,12.42549,44.7625,61.48029
21,5,Bolivia,45,4.954209,1014.129,0,50.46966,4.708445,44.86347,61.85722
21,6,Bolivia,54,5.029355,1064.71,0,52.28116,7.673229,54.30073,62.22622
21,7,Bolivia,41,0.4268854,1016.8,0,44.16825,2.159516,63.00606,62.59183
21,8,Bolivia,490,2.507811,1009.677,1,45.59777,4.60823,61.34457,62.95461
21,9,Bolivia,509,1.683799,959.0986,1,45.22782,1.589654,60.53392,63.31454
21,10,Bolivia,522,2.485566,912.7008,1,49.35026,0.9282588,59.59363,63.6691
21,11,Bolivia,433,2.71134,914.7699,1,51.96784,3.337275,52.23204,64.01673
21,12,Bolivia,448,4.173295,973.8366,1,57.46427,4.437381,55.26082,64.35795
21,13,Bolivia,485,4.421433,1039.984,1,66.589,5.393231,57.54228,64.69424
21,14,Bolivia,472,4.797009,1224.237,1,70.6682,4.285549,62.90392,65.02656
21,15,Bolivia,300,4.564384,1377.555,1,76.06191,8.706247,64.92448,65.35593
21,16,Bolivia,313,6.148498,1720.118,1,82.86702,14.00041,74.98568,65.68378
21,17,Bolivia,528,3.356999,1758.11,1,68.62708,3.34937,84.78764,66.01064
21,18,Bolivia,573,4.2,1972.535,1
22,1,Bosnia-Herzegovina,,,,0,,,,65.94186
22,2,Bosnia-Herzegovina,,,362.7317,0,101.8472,,,66.73025
22,3,Bosnia-Herzegovina,,20.8,560.1753,0,91.87961,,63.78884,68.06819
22,4,Bosnia-Herzegovina,,88.95766,842.8101,0,107.5,,93.96923,69.7142
22,5,Bosnia-Herzegovina,8,34.38958,1090.999,0,100.631,,88.86024,71.34795
22,6,Bosnia-Herzegovina,30,15.6,1182.901,0,125.6666,,94.70736,72.71648
22,7,Bosnia-Herzegovina,32,9.6,1301.121,0,121.8206,,113.5989,73.714
22,8,Bosnia-Herzegovina,447,5.5,1490.691,1,104.1906,,105.6398,74.30812
22,9,Bosnia-Herzegovina,472,4.4,1533.737,1,104.3189,,110.5374,74.55317
22,10,Bosnia-Herzegovina,522,5.3,1761.423,1,95.27677,,124.4996,74.61536
22,11,Bosnia-Herzegovina,462,4,2212.496,1,113.4578,,177.9026,74.63488
22,12,Bosnia-Herzegovina,547,6.1,2650.308,1,109.7401,,242.8316,74.65964
22,13,Bosnia-Herzegovina,526,5,2846.545,1,106.5971,,262.7808,74.72363
22,14,Bosnia-Herzegovina,561,6.2,3240.633,1,104.0082,6.125,305.431,74.83437
22,15,Bosnia-Herzegovina,511,6.838,4029.931,1,112.1166,1.515508,393.8458,74.96861
22,16,Bosnia-Herzegovina,585,5.42,4903.289,1,106.1439,7.410272,505.745,75.10632
22,17,Bosnia-Herzegovina,517,-3.1,4524.637,1,91.42008,-0.3744779,494.8795,75.25044
22,18,Bosnia-Herzegovina,642,0.8,4491.824,1
23,1,Botswana,4,1.916107,2827.013,0,86.20739,14.3308,,62.34051
23,2,Botswana,3,3.627916,2871.6,0,88.04027,10.54292,,61.13712
23,3,Botswana,5,4.403849,3080.061,0,89.00472,10.51255,127.6567,59.64407
23,4,Botswana,6,5.552162,3023.201,0,92.01884,10.08286,127.7737,57.88066
23,5,Botswana,5,10.16965,3188.061,0,97.617,8.719932,140.5749,55.94885
23,6,Botswana,7,10.57331,3126.788,0,91.81644,6.661399,128.9964,53.98405
23,7,Botswana,11,5.065584,3465.806,0,92.48402,7.749296,133.3971,52.11854
23,8,Botswana,131,5.88558,3269.791,1,94.46605,8.601485,154.9227,50.55449
23,9,Botswana,225,3.495943,3450.269,1,79.63235,6.559038,182.8199,49.49344
23,10,Botswana,230,8.968292,3437.448,1,81.99642,8.032797,205.4024,49.01051
23,11,Botswana,306,6.275198,4508.596,1,79.72794,9.189902,268.5619,49.10941
23,12,Botswana,408,6.067021,5534.952,1,81.11629,6.945704,453.8681,49.74702
23,13,Botswana,462,1.642294,5576.493,1,85.7065,8.610226,420.1292,50.78793
23,14,Botswana,463,5.135914,6035.494,1,77.68029,11.55522,396.751,52.02885
23,15,Botswana,269,4.797459,6539.984,1,82.86573,7.080998,501.2393,53.23912
23,16,Botswana,333,2.867557,7013.269,1,83.71337,12.70219,529.789,54.24102
23,17,Botswana,283,-4.933272,5884.605,1,78.19371,8.027297,611.9234,54.95256
23,18,Botswana,219,7.194069,7512.898,1
24,1,Brazil,58,4.665151,2791.969,0,19.59932,1927.984,,67.49451
24,2,Brazil,58,5.33436,3426.84,0,18.67463,2075.887,,67.90549
24,3,Brazil,67,4.416832,4751.065,0,16.03181,66.00787,316.362,68.31617
24,4,Brazil,68,2.15,5109.349,0,14.93284,15.75744,350.3284,68.72102
24,5,Brazil,68,3.374939,5220.856,0,15.84108,6.925317,355.9427,69.11402
24,6,Brazil,73,0.0378797,4980.98,0,15.865,3.198592,336.1387,69.49066
24,7,Brazil,73,0.2508579,3413.26,0,20.22714,4.857966,242.3687,69.84839
24,8,Brazil,839,4.308208,3696.147,1,21.71987,7.044703,265.191,70.18622
24,9,Brazil,821,1.31037,3129.755,1,25.67835,6.837831,228.0305,70.50417
24,10,Brazil,793,2.658327,2812.334,1,26.6796,8.450221,203.2523,70.80573
24,11,Brazil,856,1.149135,3041.678,1,27.06212,14.71533,213.7615,71.0959
24,12,Brazil,848,5.712292,3609.875,1,28.97319,6.599125,257.4082,71.37563
24,13,Brazil,843,3.159674,4743.264,1,26.64836,6.86735,387.2658,71.64539
24,14,Brazil,840,3.95536,5793.401,1,25.83415,4.183681,491.0523,71.90556
24,15,Brazil,1588,6.091544,7197.031,1,25.2111,3.637028,606.5779,72.15766
24,16,Brazil,1502,5.164114,8627.985,1,27.13934,5.663098,720.5035,72.40212
24,17,Brazil,1246,-0.6446345,8251.062,1,22.29899,4.886408,734.0514,72.64149
24,18,Brazil,1568,7.489643,10710.07,1
25,1,Brunei Darussalam,1,0.304574,14689.31,0,106.527,4.251701,,74.80997
25,2,Brunei Darussalam,1,3.145397,14230.79,0,99.48743,2.462518,,75.0272
25,3,Brunei Darussalam,1,4.478707,16049.59,0,115.544,5.966641,483.0688,75.23237
25,4,Brunei Darussalam,1,2.878318,16898.63,0,120.574,1.996137,626.1155,75.42539
25,5,Brunei Darussalam,3,-1.471172,16739.08,0,115.6797,1.71156,622.1213,75.6081
25,6,Brunei Darussalam,3,-0.5585084,12730.21,0,107.8761,-0.4413793,564.4477,75.78183
25,7,Brunei Darussalam,3,3.052156,14114.72,0,104.2196,-0.4156276,577.876,75.94802
25,8,Brunei Darussalam,59,2.849422,17996.03,1,103.1716,1.558152,540.699,76.10966
25,9,Brunei Darussalam,64,2.744041,16429.44,1,108.7189,0.5958904,522.2464,76.26924
25,10,Brunei Darussalam,86,3.872097,16779.22,1,108.748,-2.314972,523.0752,76.42829
25,11,Brunei Darussalam,70,2.903955,18444.91,1,105.2585,0.3,571.8184,76.58688
25,12,Brunei Darussalam,80,0.5043179,21700.68,1,100.5896,0.814224,592.616,76.74644
25,13,Brunei Darussalam,63,0.3875069,25755.33,1,97.45761,1.244437,640.0781,76.90595
25,14,Brunei Darussalam,49,4.39772,30390.64,1,97.03827,0.1532197,697.8065,77.06283
25,15,Brunei Darussalam,53,0.1537459,31824.25,1,95.4722,0.9661354,732.3167,77.21654
25,16,Brunei Darussalam,24,-1.938062,36690.88,1,,2.08589,833.7362,77.3641
25,17,Brunei Darussalam,45,-1.765371,26852.1,1,,1.034138,790.7287,77.50551
25,18,Brunei Darussalam,25,,,1
26,1,Bulgaria,44,-1.480215,1278.565,0,84.04149,72.87879,,71.34683
26,2,Bulgaria,45,1.818011,1150.549,0,90.72013,96.05733,,71.20878
26,3,Bulgaria,53,2.860189,1555.844,0,101.8272,62.05483,79.86472,71.05341
26,4,Bulgaria,53,-9.030055,1063.944,0,116.1972,121.6075,55.1143,70.89732
26,5,Bulgaria,55,-1.64553,1209.503,0,112.0939,1058.374,61.28008,70.35122
26,6,Bulgaria,52,4.861362,1581.783,0,117.1781,18.67226,80.94327,71.06097
26,7,Bulgaria,45,1.964141,1611.644,0,116.5594,2.573009,94.58638,71.41219
26,8,Bulgaria,563,5.72597,1600.936,1,106.2621,10.31626,94.98339,71.66341
26,9,Bulgaria,540,4.15143,1753.3,1,106.8661,7.36095,123.7535,71.7683
26,10,Bulgaria,576,4.6502,2030.651,1,102.9803,5.810131,148.5756,71.86585
26,11,Bulgaria,582,5.505369,2641.976,1,107.3846,2.157107,195.8499,72.06586
26,12,Bulgaria,627,6.748294,3249.355,1,115.3229,6.346133,238.6415,72.56342
26,13,Bulgaria,623,6.358307,3733.215,1,96.16404,5.038844,273.5995,72.56097
26,14,Bulgaria,638,6.510625,4313.431,1,140.0054,7.261613,298.1706,72.6122
26,15,Bulgaria,684,6.448257,5498.036,1,138.65,8.402487,363.9418,72.66341
26,16,Bulgaria,881,6.217122,6798.135,1,136.9494,12.34877,481.5331,72.96342
26,17,Bulgaria,782,-5.515234,6403.147,1,103.5876,2.753187,474.8464,73.41219
26,18,Bulgaria,801,0.2,6309.846,1
27,1,Burkina Faso,7,3.461385,243.4317,0,29.62508,0.5534557,,48.09019
27,2,Burkina Faso,9,1.315007,192.4173,0,39.22922,25.17788,,48.35912
27,3,Burkina Faso,16,5.716374,234.9619,0,40.74747,7.458845,11.32009,48.64807
27,4,Burkina Faso,19,11.01474,248.4442,0,38.1803,6.097805,12.52198,48.95753
27,5,Burkina Faso,23,6.316835,228.6898,0,37.41642,2.318691,11.52066,49.282
27,6,Burkina Faso,27,7.30772,254.8176,0,40.93979,5.084333,13.1613,49.61795
27,7,Burkina Faso,38,7.404179,266.0667,0,33.5247,-1.072614,14.00584,49.96088
27,8,Burkina Faso,456,1.847021,223.6135,1,34.26462,-0.3042122,11.47277,50.30775
27,9,Burkina Faso,498,6.648548,233.5138,1,32.36923,5.007433,11.53277,50.65607
27,10,Burkina Faso,502,4.699523,264.4778,1,29.99263,2.175695,13.24974,51.00185
27,11,Burkina Faso,487,8.044413,332.2363,1,30.51885,2.034566,18.34787,51.34507
27,12,Burkina Faso,508,4.634714,384.4177,1,35.01633,-0.4002287,23.49017,51.68275
27,13,Burkina Faso,520,6.35289,394.8037,1,35.60265,6.41504,27.31637,52.01544
27,14,Burkina Faso,502,5.504837,405.7198,1,38.33615,2.333109,26.89103,52.34215
27,15,Burkina Faso,491,3.597208,459.669,1,,-0.2306273,30.49253,52.66588
27,16,Burkina Faso,283,4.999998,528.1531,1,,10.6598,37.18713,52.98768
27,17,Burkina Faso,512,3.499973,516.6528,1,,2.608177,38.07547,53.30856
27,18,Burkina Faso,650,9.242184,541.5652,1
28,1,Burundi,13,-6.24,156.0554,0,36.543,9.679347,,44.87771
28,2,Burundi,12,-3.83,151.7106,0,38.75352,14.85281,,44.77083
28,3,Burundi,10,-7.92,162.2233,0,40.20463,19.26325,9.195027,44.86983
28,4,Burundi,8,-8,139.6698,0,21.57372,26.43678,8.467352,45.14471
28,5,Burundi,13,-1.59,155.2633,0,24.27549,31.11159,8.731112,45.523
28,6,Burundi,9,4.75,141.5981,0,27.44007,12.50041,8.657009,45.94368
28,7,Burundi,15,-1.01,126.721,0,23.53975,3.385424,7.707919,46.37925
28,8,Burundi,239,-0.856864,109.5479,1,27.68826,24.31768,7.134216,46.81361
28,9,Burundi,306,2.055807,100.3031,1,27.75055,9.242971,6.63111,47.24376
28,10,Burundi,290,4.446519,92.82352,1,28.48204,-1.370974,6.376307,47.68266
28,11,Burundi,309,-1.223728,85.54153,1,36.10225,10.76167,6.546523,48.13629
28,12,Burundi,297,4.833658,92.77942,1,43.49216,7.851688,9.119277,48.59968
28,13,Burundi,279,0.9,107.8706,1,56.68782,13.52368,11.57603,49.06536
28,14,Burundi,265,5.125,120.8423,1,57.70703,2.809015,15.65832,49.52839
28,15,Burundi,218,3.600299,125.0048,1,,8.342032,17.34919,49.98529
28,16,Burundi,255,4.499918,144.7688,1,,24.10736,18.70693,50.43366
28,17,Burundi,236,3.5,160.2719,1,,10.98147,19.78891,50.871
28,18,Burundi,195,3.9,189.0564,1
29,1,Cambodia,,,240.409,0,48.72426,,,55.51503
29,2,Cambodia,,9.099464,256.9893,0,64.46803,,,55.67702
29,3,Cambodia,,6.442903,308.0969,0,77.76673,1.055662,16.66351,55.82737
29,4,Cambodia,0,5.412339,306.0249,0,69.16157,10.06648,22.54075,55.98115
29,5,Cambodia,0,5.619793,293.5264,0,78.93465,3.171556,19.13577,56.14944
29,6,Cambodia,5,5.009033,260.3364,0,75.61948,14.8065,15.7197,56.34637
29,7,Cambodia,8,11.90976,287.7228,0,94.17689,4.008207,15.91664,56.58549
29,8,Cambodia,118,8.766786,293.5685,1,111.6095,-0.7919925,16.54433,56.88193
29,9,Cambodia,158,8.038631,314.5182,1,113.8631,-0.6006483,18.71127,57.24685
29,10,Cambodia,180,6.687881,333.5114,1,119.6929,3.225084,20.28494,57.67671
29,11,Cambodia,149,8.505898,357.6617,1,123.0808,1.210011,23.64626,58.16098
29,12,Cambodia,148,10.34053,404.5664,1,134.5114,3.924782,25.54083,58.69254
29,13,Cambodia,124,13.25009,471.1219,1,136.8319,6.349255,28.94145,59.25627
29,14,Cambodia,95,10.77109,538.213,1,144.6161,6.143256,30.47891,59.83444
29,15,Cambodia,49,10.21257,631.9865,1,138.2681,7.668394,35.81182,60.4099
29,16,Cambodia,30,6.691577,748.9037,1,133.3203,24.99718,42.78886,60.96851
29,17,Cambodia,56,-1.874265,748.1511,1,122.2682,-0.6625702,42.10336,61.50122
29,18,Cambodia,56,6.699998,802.3225,1
30,1,Cameroon,45,-3.199997,1015.511,0,31.74501,-3.206555,,54.31263
30,2,Cameroon,43,-2.500001,673.4767,0,38.02387,35.09446,,53.95373
30,3,Cameroon,43,3.299996,621.3873,0,41.36913,9.069691,24.90033,53.56378
30,4,Cameroon,41,5.000004,675.1456,0,41.77295,3.924064,33.02697,53.15078
30,5,Cameroon,39,5.099998,666.0817,0,39.78809,4.786239,27.39361,52.71961
30,6,Cameroon,45,5.039253,636.3432,0,39.1368,3.170752,27.79112,52.28463
30,7,Cameroon,48,4.393811,676.7308,0,38.66668,1.871745,27.89416,51.86676
30,8,Cameroon,497,4.199996,635.03,1,42.91454,1.22719,26.72843,51.48534
30,9,Cameroon,585,4.514271,590.9335,1,45.13431,4.419773,28.44837,51.15976
30,10,Cameroon,609,4.009045,654.3671,1,40.65013,2.834423,32.50987,50.89795
30,11,Cameroon,685,4.030993,800.4483,1,40.14985,0.6231636,40.70172,50.71034
30,12,Cameroon,712,3.701854,905.7611,1,39.23135,0.2336474,43.9109,50.60386
30,13,Cameroon,677,2.296654,930.6815,1,41.92535,2.01354,45.36472,50.58895
30,14,Cameroon,695,3.222147,984.5984,1,43.95739,5.117578,47.54159,50.66861
30,15,Cameroon,1160,3.5,1108.574,1,43.30647,0.9214023,53.86295,50.83139
30,16,Cameroon,853,2.9,1243.453,1,68.05239,5.337806,65.00235,51.06437
30,17,Cameroon,989,2,1136.481,1,57.47627,3.043618,61.05384,51.35556
30,18,Cameroon,1035,2.6,1122.013,1
31,1,Canada,36,2.338543,19549.02,0,60.41621,1.841369,,77.68512
31,2,Canada,35,4.80421,19390.49,0,66.82566,0.1852798,,77.86195
31,3,Canada,29,2.808429,20117.1,0,71.456,2.168229,1825.664,77.97756
31,4,Canada,32,1.6188,20684.95,0,72.7479,1.570531,1835.144,78.23048
31,5,Canada,44,4.225916,21260.29,0,77.01933,1.621216,1879.668,78.48048
31,6,Canada,39,4.097433,20390.39,0,80.88479,0.9959425,1853.162,78.66244
31,7,Canada,30,5.531763,21681.38,0,82.70837,1.734843,1930.468,78.88293
31,8,Canada,430,5.233289,23559.5,1,85.40421,2.71944,2082.267,79.23659
31,9,Canada,517,1.783801,23017.37,1,81.34115,2.52512,2147.245,79.48781
31,10,Canada,458,2.92453,23425.23,1,78.71299,2.258394,2251.439,79.59024
31,11,Canada,500,1.881074,27335.31,1,72.48163,2.758563,2907.476,79.83903
31,12,Canada,481,3.119977,31011.94,1,72.52994,1.857259,3099.91,80.14146
31,13,Canada,509,3.019057,35087.89,1,71.89348,2.213552,3297.808,80.29269
31,14,Canada,512,2.823033,39162.33,1,69.75631,2.002025,3739.619,80.64391
31,15,Canada,399,2.200022,43184.91,1,67.97728,2.138384,4163.271,80.80439
31,16,Canada,576,0.5182038,45002.85,1,68.9519,2.370271,4445.463,80.96487
31,17,Canada,410,-2.462037,39599.04,1,59.14354,0.2994668,4379.761,81.22073
31,18,Canada,573,3.071008,46060.07,1
32,1,Cape Verde Islands,2,7.058093,954.8815,0,62.56239,5.788396,,66.73705
32,2,Cape Verde Islands,2,6.929803,1054.96,0,70.09144,3.452058,,67.02466
32,3,Cape Verde Islands,1,7.495447,1232.074,0,78.28313,8.351525,62.33084,67.29727
32,4,Cape Verde Islands,8,4.002845,1234.704,0,76.6053,5.96362,57.21938,67.56087
32,5,Cape Verde Islands,7,5.400178,1220.343,0,81.48981,8.556063,53.96797,67.823
32,6,Cape Verde Islands,5,7.4,1275.245,0,75.45957,4.394235,62.83861,68.09066
32,7,Cape Verde Islands,7,8.6,1353.567,0,77.08918,4.356434,61.97692,68.36685
32,8,Cape Verde Islands,80,6.599999,1210.526,1,88.91824,-2.477457,56.95129,68.65359
32,9,Cape Verde Islands,210,3.8,1231.224,1,94.04277,3.349965,63.32261,68.95136
32,10,Cape Verde Islands,208,4.6,1355.182,1,99.53601,1.884534,68.33241,69.2552
32,11,Cape Verde Islands,221,6.2,1724.146,1,98.03209,1.18817,80.47624,69.56056
32,12,Cape Verde Islands,309,-0.7124553,1967.212,1,68.64602,-1.890822,100.2413,69.86646
32,13,Cape Verde Islands,377,11.88967,2093.115,1,67.20172,0.4188916,96.9406,70.1689
32,14,Cape Verde Islands,371,10.14148,2285.911,1,77.04622,5.369077,120.362,70.46637
32,15,Cape Verde Islands,413,8.649609,2707.279,1,80.81155,4.410997,134.8979,70.75734
32,16,Cape Verde Islands,301,6.197627,3109.363,1,84.25253,6.782768,152.2986,71.04037
32,17,Cape Verde Islands,332,3.566309,3138.667,1,89.01694,0.9832228,146.1051,71.31437
32,18,Cape Verde Islands,331,5.409921,3215.27,1
33,1,Cayman Islands,1,,,0
33,2,Cayman Islands,1,5.305203,,0
33,3,Cayman Islands,4,,,0
33,4,Cayman Islands,11,,29546.61,0
33,5,Cayman Islands,9,,,0
33,6,Cayman Islands,7,,,0
33,7,Cayman Islands,12,,,0
33,8,Cayman Islands,176,,,1
33,9,Cayman Islands,194,,,1
33,10,Cayman Islands,195,,,1
33,11,Cayman Islands,188,,,1
33,12,Cayman Islands,135,,,1
33,13,Cayman Islands,169,,,1
33,14,Cayman Islands,133,,,1
33,15,Cayman Islands,20,,,1
33,16,Cayman Islands,13,,,1
33,17,Cayman Islands,73,,,1
33,18,Cayman Islands,36,,,1
34,1,Central African Republic,0,0.3351458,410.4135,0,36.31765,-2.915359,,48.69866
34,2,Central African Republic,0,4.899999,262.4868,0,53.69565,24.57101,,48.42746
34,3,Central African Republic,0,7.200002,336.4533,0,48.07903,19.1894,12.22308,48.12161
34,4,Central African Republic,0,-4.000001,312.9708,0,38.3625,3.724941,11.30591,47.78122
34,5,Central African Republic,0,5.300003,286.3495,0,44.44697,1.611313,10.77708,47.41776
34,6,Central African Republic,0,4.699994,291.9418,0,42.2551,-1.885201,10.13185,47.04914
34,7,Central African Republic,0,3.600003,286.6209,0,25.71045,-1.414202,10.05212,46.69585
34,8,Central African Republic,87,2.3,256.1353,1,43.85734,3.203401,9.852324,46.38678
34,9,Central African Republic,127,0.2609823,253.3095,1,37.53018,3.834861,9.711498,46.14883
34,10,Central African Republic,109,-0.582589,267.865,1,35.64747,2.331817,10.50451,45.99785
34,11,Central African Republic,127,-7.6,287.7712,1,31.51877,4.134709,11.65087,45.94176
34,12,Central African Republic,154,1,315.1503,1,32.6297,-2.066406,12.66886,45.98444
34,13,Central African Republic,150,2.4,329.1607,1,34.01053,2.883521,14.04581,46.12381
34,14,Central African Republic,128,3.8,353.4936,1,35.95153,6.695265,14.0058,46.34885
34,15,Central African Republic,40,3.7,398.4449,1,37.12564,0.9284121,16.4734,46.63561
34,16,Central African Republic,31,2,456.9863,1,34.16826,9.272618,19.83772,46.95861
34,17,Central African Republic,6,1.7,447.7553,1,36.85757,3.519902,19.33792,47.30288
34,18,Central African Republic,4,3.3,446.7465,1
35,1,Chad,0,-15.70984,218.5116,0,42.64734,-8.427934,,51.02244
35,2,Chad,0,10.13689,170.8149,0,50.98835,41.7249,,50.86583
35,3,Chad,0,1.236549,202.8568,0,55.69656,9.230326,11.72233,50.66878
35,4,Chad,0,2.214473,218.4576,0,46.61003,11.33088,11.99591,50.43132
35,5,Chad,0,5.653392,203.3329,0,49.3131,5.572257,11.27168,50.16
35,6,Chad,2,6.95158,222.3001,0,48.05898,4.258851,12.03075,49.8648
35,7,Chad,5,-0.6828502,189.3748,0,50.50787,-8.02506,11.09338,49.56276
35,8,Chad,127,-0.8796811,164.8537,1,51.57117,3.822601,10.34735,49.27081
35,9,Chad,174,11.65813,196.2931,1,64.32191,12.43129,11.82545,49.0059
35,10,Chad,148,8.49121,220.0837,1,126.3508,5.191819,18.44961,48.77951
35,11,Chad,160,14.72167,292.1927,1,83.37891,-1.752569,17.30362,48.60454
35,12,Chad,258,33.62937,455.2718,1,101.7686,-5.3554,26.04371,48.49097
35,13,Chad,212,17.33253,529.2099,1,104.8411,7.890366,25.29734,48.44876
35,14,Chad,229,0.2,590.6339,1,104.2924,8.036289,30.58778,48.48037
35,15,Chad,142,0.2,660.4866,1,107.1,-8.97474,40.40007,48.57732
35,16,Chad,171,-0.4,765.7502,1,103,10.29698,49.132,48.73061
35,17,Chad,260,-1.6,610.2883,1,112.2,9.952423,41.78443,48.93376
35,18,Chad,130,4.3,659.4462,1
36,1,Chile,31,6.986287,3423.625,0,55.24204,,,74.44754
36,2,Chile,31,5.708119,3890.703,0,54.81212,,,74.72153
36,3,Chile,36,10.62758,4951.36,0,56.40543,,264.4341,75.00134
36,4,Chile,42,7.413492,5178.627,0,56.24195,,300.4919,75.305
36,5,Chile,50,6.60558,5580.032,0,56.28683,,330.4283,75.64114
36,6,Chile,57,3.230879,5277.779,0,55.86589,,338.1015,76.00885
36,7,Chile,57,-0.7608548,4792.484,0,56.92378,,316.1231,76.40215
36,8,Chile,618,4.489076,4877.875,1,61.3286,,323.5918,76.80354
36,9,Chile,629,3.377039,4394.879,1,65.08118,,297.5558,77.18851
36,10,Chile,604,2.18411,4262.659,1,65.65771,,287.8761,77.536
36,11,Chile,468,3.916913,4637.48,1,68.93655,,345.9396,77.83098
36,12,Chile,506,6.041087,5931.284,1,72.34371,,419.0909,78.06693
36,13,Chile,533,5.559453,7255.694,1,74.13863,,501.4526,78.24934
36,14,Chile,562,4.589949,8912.997,1,76.47404,,590.3728,78.38822
36,15,Chile,700,4.600285,9877.007,1,80.49031,,681.4181,78.50359
36,16,Chile,655,3.662326,10160.76,1,85.66998,,761.9548,78.61395
36,17,Chile,757,-1.681888,9478.89,1,68.49853,,787.1933,78.72683
36,18,Chile,936,5.198136,11873.13,1
37,1,China PR,33,14,373.8,0,41.9763,14.58327,,68.96958
37,2,China PR,33,13.1,469.2132,0,41.21724,24.23709,,69.29034
37,3,China PR,37,10.9,604.2281,0,38.80758,16.89706,21.30979,69.61754
37,4,China PR,32,10,703.1208,0,38.05756,8.324015,26.65755,69.95164
37,5,China PR,34,9.3,774.4672,0,39.01264,2.806843,31.22952,70.29173
37,6,China PR,44,7.8,820.8631,0,36.39325,-0.8446262,35.65752,70.6348
37,7,China PR,49,7.6,864.7303,0,37.6907,-1.407892,38.89695,70.9749
37,8,China PR,412,8.4,949.1823,1,44.24343,0.2553048,43.72221,71.304
37,9,China PR,478,8.3,1041.636,1,43.08062,0.7229025,47.54472,71.61159
37,10,China PR,565,9.1,1135.448,1,47.69534,-0.7659493,54.37703,71.89314
37,11,China PR,512,10,1273.641,1,56.91351,1.15591,61.40683,72.14717
37,12,China PR,484,10.1,1490.38,1,65.35208,3.884183,70.3171,72.37368
37,13,China PR,585,11.3,1731.125,1,68.6329,1.821648,80.57706,72.57666
37,14,China PR,548,12.7,2069.343,1,70.56708,1.463189,93.51305,72.76361
37,15,China PR,389,14.2,2651.26,1,68.02796,4.750297,111.6176,72.94307
37,16,China PR,396,9.6,3413.588,1,62.24378,5.864384,146.1133,73.12456
37,17,China PR,340,9.199515,3748.709,1,49.07269,-0.7029492,177.1465,73.31105
37,18,China PR,340,10.30001,4392.609,1
38,1,Colombia,47,2.365651,1587.573,0,35.18826,22.43841,,68.87051
38,2,Colombia,48,5.835812,2282.058,0,35.91754,22.84786,,69.13397
38,3,Colombia,52,5.202437,2537.295,0,35.49723,20.89347,186.2736,69.43181
38,4,Colombia,53,2.055855,2617.515,0,36.04411,20.79801,229.9895,69.75224
38,5,Colombia,61,3.430294,2822.995,0,35.59707,18.46813,270.2693,70.07937
38,6,Colombia,59,0.5697841,2560.504,0,35.90892,18.6762,238.7926,70.3988
38,7,Colombia,51,-4.204015,2203.628,0,36.14928,10.87474,205.9922,70.7049
38,8,Colombia,614,4.42036,2523.421,1,33.12388,9.221133,161.1583,70.99303
38,9,Colombia,671,1.678244,2442.281,1,34.45856,7.968468,156.0287,71.26469
38,10,Colombia,739,2.503618,2390.734,1,33.41483,6.350125,149.8051,71.52451
38,11,Colombia,617,3.918596,2273.926,1,37.00941,7.131186,145.7101,71.7782
38,12,Colombia,612,5.332339,2764.205,1,36.36903,5.904678,172.5248,72.02625
38,13,Colombia,669,4.706556,3404.713,1,35.79697,5.048116,211.0342,72.27024
38,14,Colombia,692,6.697515,3725.201,1,38.37365,4.296333,229.1921,72.51076
