ctry,year,country,fifa,gdp,gdppc,pop
123,2009,Namibia,296,5.80E+09,2676.21,2.20E+06
123,2010,Namibia,246,6.10E+09,2752.81,2.20E+06
123,2011,Namibia,156,,,
124,1993,Nepal,8,3.90E+09,188.717,2.10E+07
124,1994,Nepal,8,4.20E+09,199.193,2.10E+07
124,1995,Nepal,6,4.40E+09,201.022,2.20E+07
124,1996,Nepal,8,4.60E+09,206.517,2.20E+07
124,1997,Nepal,8,4.80E+09,211.619,2.30E+07
124,1998,Nepal,8,5.00E+09,212.707,2.30E+07
124,1999,Nepal,6,5.20E+09,216.797,2.40E+07
124,2000,Nepal,160,5.50E+09,224.882,2.40E+07
124,2001,Nepal,166,5.80E+09,230.334,2.50E+07
124,2002,Nepal,220,5.80E+09,225.519,2.60E+07
124,2003,Nepal,182,6.00E+09,229.392,2.60E+07
124,2004,Nepal,209,6.30E+09,235.152,2.70E+07
124,2005,Nepal,168,6.50E+09,238.457,2.70E+07
124,2006,Nepal,153,6.70E+09,241.714,2.80E+07
124,2007,Nepal,63,6.90E+09,245.29,2.80E+07
124,2008,Nepal,29,7.40E+09,255.541,2.90E+07
124,2009,Nepal,70,7.70E+09,262.075,2.90E+07
124,2010,Nepal,112,8.00E+09,269.215,3.00E+07
124,2011,Nepal,54,,,
125,1993,Netherlands,56,3.00E+11,19468.1,1.50E+07
125,1994,Netherlands,57,3.10E+11,19911.6,1.50E+07
125,1995,Netherlands,59,3.20E+11,20427.3,1.50E+07
125,1996,Netherlands,57,3.30E+11,21045.5,1.60E+07
125,1997,Netherlands,59,3.40E+11,21819.4,1.60E+07
125,1998,Netherlands,55,3.50E+11,22544,1.60E+07
125,1999,Netherlands,61,3.70E+11,23440.3,1.60E+07
125,2000,Netherlands,641,3.90E+11,24179.9,1.60E+07
125,2001,Netherlands,708,3.90E+11,24460.2,1.60E+07
125,2002,Netherlands,722,3.90E+11,24323,1.60E+07
125,2003,Netherlands,746,3.90E+11,24289.8,1.60E+07
125,2004,Netherlands,752,4.00E+11,24746.9,1.60E+07
125,2005,Netherlands,758,4.10E+11,25194.4,1.60E+07
125,2006,Netherlands,791,4.30E+11,26007.7,1.60E+07
125,2007,Netherlands,1305,4.40E+11,26968.6,1.60E+07
125,2008,Netherlands,1170,4.50E+11,27369.3,1.60E+07
125,2009,Netherlands,1338,4.30E+11,26161.4,1.70E+07
125,2010,Netherlands,1288,4.40E+11,26477.4,1.70E+07
125,2011,Netherlands,1723,,,
126,1993,Netherlands Antilles,7,,,
126,1994,Netherlands Antilles,7,,,
126,1995,Netherlands Antilles,4,,,
126,1996,Netherlands Antilles,12,,,
126,1997,Netherlands Antilles,10,,,
126,1998,Netherlands Antilles,8,,,
126,1999,Netherlands Antilles,11,,,
126,2000,Netherlands Antilles,123,,,
126,2001,Netherlands Antilles,134,,,
126,2002,Netherlands Antilles,106,,,
126,2003,Netherlands Antilles,143,,,
126,2004,Netherlands Antilles,107,,,
126,2005,Netherlands Antilles,222,,,
126,2006,Netherlands Antilles,184,,,
126,2007,Netherlands Antilles,58,,,
126,2008,Netherlands Antilles,32,,,
126,2009,Netherlands Antilles,128,,,
126,2010,Netherlands Antilles,80,,,
126,2011,Netherlands Antilles,107,,,
127,1993,New Zealand,21,4.10E+10,11520.5,3.60E+06
127,1994,New Zealand,21,4.30E+10,11969.2,3.60E+06
127,1995,New Zealand,15,4.50E+10,12296.2,3.70E+06
127,1996,New Zealand,18,4.70E+10,12516.5,3.70E+06
127,1997,New Zealand,16,4.80E+10,12562.6,3.80E+06
127,1998,New Zealand,22,4.80E+10,12516.1,3.80E+06
127,1999,New Zealand,30,5.00E+10,13106.6,3.80E+06
127,2000,New Zealand,381,5.20E+10,13375.4,3.90E+06
127,2001,New Zealand,443,5.30E+10,13759.1,3.90E+06
127,2002,New Zealand,477,5.60E+10,14183,3.90E+06
127,2003,New Zealand,561,5.80E+10,14445.8,4.00E+06
127,2004,New Zealand,480,6.00E+10,14740.8,4.10E+06
127,2005,New Zealand,481,6.20E+10,15049,4.10E+06
127,2006,New Zealand,368,6.40E+10,15197.6,4.20E+06
127,2007,New Zealand,172,6.50E+10,15470.7,4.20E+06
127,2008,New Zealand,349,6.50E+10,15160.2,4.30E+06
127,2009,New Zealand,419,6.50E+10,15113.2,4.30E+06
127,2010,New Zealand,400,6.70E+10,15296.5,4.40E+06
127,2011,New Zealand,506,,,
128,1993,Nicaragua,0,2.80E+09,632.515,4.50E+06
128,1994,Nicaragua,0,2.90E+09,638.313,4.60E+06
128,1995,Nicaragua,0,3.10E+09,661.201,4.70E+06
128,1996,Nicaragua,0,3.30E+09,688.784,4.80E+06
128,1997,Nicaragua,1,3.40E+09,702.426,4.80E+06
128,1998,Nicaragua,2,3.50E+09,715.506,4.90E+06
128,1999,Nicaragua,1,3.80E+09,753.071,5.00E+06
128,2000,Nicaragua,40,3.90E+09,771.691,5.10E+06
128,2001,Nicaragua,71,4.10E+09,782.906,5.20E+06
128,2002,Nicaragua,89,4.10E+09,777.997,5.20E+06
128,2003,Nicaragua,101,4.20E+09,787.207,5.30E+06
128,2004,Nicaragua,168,4.40E+09,818.498,5.40E+06
128,2005,Nicaragua,239,4.60E+09,842.781,5.50E+06
128,2006,Nicaragua,244,4.80E+09,866.731,5.50E+06
128,2007,Nicaragua,69,5.00E+09,887.016,5.60E+06
128,2008,Nicaragua,96,5.10E+09,899.867,5.70E+06
128,2009,Nicaragua,45,5.00E+09,874.993,5.70E+06
128,2010,Nicaragua,165,5.30E+09,901.718,5.80E+06
128,2011,Nicaragua,86,,,
129,1993,Niger,20,1.50E+09,168.347,8.70E+06
129,1994,Niger,23,1.50E+09,169.378,9.00E+06
129,1995,Niger,26,1.60E+09,168.072,9.30E+06
129,1996,Niger,21,1.60E+09,168.038,9.60E+06
129,1997,Niger,16,1.70E+09,166.864,1.00E+07
129,1998,Niger,10,1.80E+09,178.039,1.00E+07
129,1999,Niger,12,1.80E+09,171.074,1.10E+07
129,2000,Niger,137,1.80E+09,163.028,1.10E+07
129,2001,Niger,107,1.90E+09,168.834,1.10E+07
129,2002,Niger,72,2.00E+09,168.171,1.20E+07
129,2003,Niger,110,2.10E+09,171.19,1.20E+07
129,2004,Niger,211,2.10E+09,165.49,1.30E+07
129,2005,Niger,177,2.20E+09,166.787,1.30E+07
129,2006,Niger,144,2.30E+09,169.95,1.40E+07
129,2007,Niger,112,2.40E+09,169.069,1.40E+07
129,2008,Niger,103,2.60E+09,176.721,1.50E+07
129,2009,Niger,168,2.60E+09,167.911,1.50E+07
129,2010,Niger,92,2.80E+09,175.783,1.60E+07
129,2011,Niger,349,,,
130,1993,Nigeria,51,3.90E+10,366.768,1.10E+08
130,1994,Nigeria,51,3.90E+10,358.074,1.10E+08
130,1995,Nigeria,54,4.00E+10,358.018,1.10E+08
130,1996,Nigeria,47,4.10E+10,364.301,1.10E+08
130,1997,Nigeria,36,4.20E+10,365.06,1.20E+08
130,1998,Nigeria,38,4.30E+10,362.937,1.20E+08
130,1999,Nigeria,40,4.40E+10,358.085,1.20E+08
130,2000,Nigeria,444,4.60E+10,368.333,1.30E+08
130,2001,Nigeria,555,4.70E+10,370.621,1.30E+08
130,2002,Nigeria,604,4.80E+10,367.337,1.30E+08
130,2003,Nigeria,642,5.30E+10,395.488,1.30E+08
130,2004,Nigeria,623,5.90E+10,426.999,1.40E+08
130,2005,Nigeria,690,6.20E+10,439.403,1.40E+08
130,2006,Nigeria,692,6.60E+10,455.667,1.40E+08
130,2007,Nigeria,1244,7.00E+10,473.732,1.50E+08
130,2008,Nigeria,879,7.40E+10,490.565,1.50E+08
130,2009,Nigeria,891,7.90E+10,512.975,1.60E+08
130,2010,Nigeria,848,8.60E+10,540.903,1.60E+08
130,2011,Nigeria,730,,,
131,1993,Northern Ireland,37,,,
131,1994,Northern Ireland,37,,,
131,1995,Northern Ireland,36,,,
131,1996,Northern Ireland,38,,,
131,1997,Northern Ireland,36,,,
131,1998,Northern Ireland,33,,,
131,1999,Northern Ireland,34,,,
131,2000,Northern Ireland,427,,,
131,2001,Northern Ireland,437,,,
131,2002,Northern Ireland,465,,,
131,2003,Northern Ireland,413,,,
131,2004,Northern Ireland,383,,,
131,2005,Northern Ireland,443,,,
131,2006,Northern Ireland,461,,,
131,2007,Northern Ireland,625,,,
131,2008,Northern Ireland,780,,,
131,2009,Northern Ireland,580,,,
131,2010,Northern Ireland,729,,,
131,2011,Northern Ireland,615,,,
132,1993,Norway,57,1.30E+11,29760.4,4.30E+06
132,1994,Norway,56,1.40E+11,31086.3,4.30E+06
132,1995,Norway,58,1.40E+11,32213.9,4.40E+06
132,1996,Norway,55,1.50E+11,33694.5,4.40E+06
132,1997,Norway,55,1.60E+11,35325.2,4.40E+06
132,1998,Norway,58,1.60E+11,36044.6,4.40E+06
132,1999,Norway,58,1.60E+11,36543.9,4.50E+06
132,2000,Norway,718,1.70E+11,37472.4,4.50E+06
132,2001,Norway,675,1.70E+11,38031.8,4.50E+06
132,2002,Norway,650,1.70E+11,38390.4,4.50E+06
132,2003,Norway,648,1.80E+11,38551,4.60E+06
132,2004,Norway,604,1.80E+11,39804.8,4.60E+06
132,2005,Norway,633,1.90E+11,40617.8,4.60E+06
132,2006,Norway,649,1.90E+11,41211.1,4.70E+06
132,2007,Norway,587,2.00E+11,41900.8,4.70E+06
132,2008,Norway,827,2.00E+11,41692.7,4.80E+06
132,2009,Norway,526,2.00E+11,40596.5,4.80E+06
132,2010,Norway,760,2.00E+11,40311.2,4.90E+06
132,2011,Norway,995,,,
133,1993,Oman,14,1.50E+10,7536.81,2.00E+06
133,1994,Oman,20,1.60E+10,7587.96,2.10E+06
133,1995,Oman,26,1.70E+10,7748.56,2.20E+06
133,1996,Oman,20,1.70E+10,7792.4,2.20E+06
133,1997,Oman,29,1.80E+10,8086.66,2.30E+06
133,1998,Oman,36,1.90E+10,8141.23,2.30E+06
133,1999,Oman,42,1.90E+10,7985.39,2.40E+06
133,2000,Oman,405,2.00E+10,8270.76,2.40E+06
133,2001,Oman,395,2.10E+10,8739.78,2.40E+06
133,2002,Oman,462,2.20E+10,8817.24,2.50E+06
133,2003,Oman,426,2.20E+10,8697.8,2.50E+06
133,2004,Oman,541,2.30E+10,8838.8,2.60E+06
133,2005,Oman,582,2.40E+10,9023.74,2.60E+06
133,2006,Oman,484,2.50E+10,9333.85,2.70E+06
133,2007,Oman,383,2.70E+10,9762.89,2.70E+06
133,2008,Oman,359,3.00E+10,10779,2.80E+06
133,2009,Oman,376,,,2.80E+06
133,2010,Oman,410,,,2.90E+06
133,2011,Oman,297,,,
134,1993,Pakistan,3,5.80E+10,496.89,1.20E+08
134,1994,Pakistan,3,6.00E+10,502.693,1.20E+08
134,1995,Pakistan,3,6.30E+10,514.82,1.20E+08
134,1996,Pakistan,4,6.60E+10,526.709,1.30E+08
134,1997,Pakistan,3,6.70E+10,519.43,1.30E+08
134,1998,Pakistan,9,6.80E+10,520.027,1.30E+08
134,1999,Pakistan,7,7.10E+10,526.231,1.40E+08
134,2000,Pakistan,79,7.40E+10,535.576,1.40E+08
134,2001,Pakistan,73,7.50E+10,533.181,1.40E+08
134,2002,Pakistan,109,7.80E+10,537.26,1.50E+08
134,2003,Pakistan,128,8.20E+10,549.878,1.50E+08
134,2004,Pakistan,203,8.80E+10,576.331,1.50E+08
134,2005,Pakistan,168,9.40E+10,605.738,1.60E+08
134,2006,Pakistan,231,1.00E+11,629.527,1.60E+08
134,2007,Pakistan,62,1.10E+11,651.203,1.60E+08
134,2008,Pakistan,85,1.10E+11,647.574,1.70E+08
134,2009,Pakistan,89,1.10E+11,656.874,1.70E+08
134,2010,Pakistan,106,1.20E+11,670.97,1.70E+08
134,2011,Pakistan,56,,,
135,1993,Palestine,,,,
135,1994,Palestine,,,,
135,1995,Palestine,,,,
135,1996,Palestine,,,,
135,1997,Palestine,,,,
135,1998,Palestine,,,,
135,1999,Palestine,2,,,
135,2000,Palestine,114,,,
135,2001,Palestine,152,,,
135,2002,Palestine,253,,,
135,2003,Palestine,226,,,
135,2004,Palestine,316,,,
135,2005,Palestine,379,,,
135,2006,Palestine,314,,,
135,2007,Palestine,172,,,
135,2008,Palestine,86,,,
135,2009,Palestine,52,,,
135,2010,Palestine,57,,,
135,2011,Palestine,40,,,
136,1993,Panama,6,8.90E+09,3450.91,2.60E+06
136,1994,Panama,6,9.10E+09,3477.37,2.60E+06
136,1995,Panama,6,9.30E+09,3467.02,2.70E+06
136,1996,Panama,12,9.50E+09,3493.11,2.70E+06
136,1997,Panama,26,1.00E+10,3644.89,2.80E+06
136,1998,Panama,23,1.10E+10,3835.53,2.80E+06
136,1999,Panama,17,1.10E+10,3908.48,2.90E+06
136,2000,Panama,214,1.20E+10,3938.08,3.00E+06
136,2001,Panama,319,1.20E+10,3886.6,3.00E+06
136,2002,Panama,400,1.20E+10,3900.3,3.10E+06
136,2003,Panama,326,1.30E+10,3991.16,3.10E+06
136,2004,Panama,368,1.30E+10,4215.54,3.20E+06
136,2005,Panama,472,1.40E+10,4440.31,3.20E+06
136,2006,Panama,536,1.60E+10,4736.96,3.30E+06
136,2007,Panama,411,1.80E+10,5222.15,3.30E+06
136,2008,Panama,494,1.90E+10,5656.62,3.40E+06
136,2009,Panama,417,2.00E+10,5744.31,3.50E+06
136,2010,Panama,469,2.10E+10,6076.96,3.50E+06
136,2011,Panama,475,,,
137,1993,Papua New Guinea,,3.50E+09,777.987,4.50E+06
137,1994,Papua New Guinea,,3.70E+09,802.742,4.60E+06
137,1995,Papua New Guinea,,3.60E+09,755.729,4.70E+06
137,1996,Papua New Guinea,,3.80E+09,792.545,4.80E+06
137,1997,Papua New Guinea,3,3.70E+09,741.242,5.00E+06
137,1998,Papua New Guinea,6,3.60E+09,694.235,5.10E+06
137,1999,Papua New Guinea,7,3.60E+09,688.356,5.20E+06
137,2000,Papua New Guinea,72,3.50E+09,653.601,5.40E+06
137,2001,Papua New Guinea,65,3.50E+09,635.96,5.50E+06
137,2002,Papua New Guinea,52,3.50E+09,618.798,5.70E+06
137,2003,Papua New Guinea,177,3.60E+09,616.331,5.80E+06
137,2004,Papua New Guinea,171,3.70E+09,617.424,6.00E+06
137,2005,Papua New Guinea,231,3.80E+09,623.978,6.10E+06
137,2006,Papua New Guinea,191,3.90E+09,624.644,6.30E+06
137,2007,Papua New Guinea,47,4.20E+09,653.673,6.40E+06
137,2008,Papua New Guinea,30,4.50E+09,681.111,6.60E+06
137,2009,Papua New Guinea,,4.70E+09,701.992,6.70E+06
137,2010,Papua New Guinea,,5.10E+09,740.956,6.90E+06
137,2011,Papua New Guinea,,,,
138,1993,Paraguay,29,6.50E+09,1424.81,4.60E+06
138,1994,Paraguay,29,6.80E+09,1443.17,4.70E+06
138,1995,Paraguay,19,7.10E+09,1486.95,4.80E+06
138,1996,Paraguay,32,7.20E+09,1459.54,4.90E+06
138,1997,Paraguay,45,7.40E+09,1470.41,5.00E+06
138,1998,Paraguay,53,7.40E+09,1447.38,5.10E+06
138,1999,Paraguay,54,7.30E+09,1396.11,5.20E+06
138,2000,Paraguay,648,7.10E+09,1321.67,5.40E+06
138,2001,Paraguay,706,7.20E+09,1321.71,5.50E+06
138,2002,Paraguay,691,7.20E+09,1294.84,5.60E+06
138,2003,Paraguay,679,7.50E+09,1318.33,5.70E+06
138,2004,Paraguay,664,7.80E+09,1346.53,5.80E+06
138,2005,Paraguay,661,8.00E+09,1359.18,5.90E+06
138,2006,Paraguay,672,8.40E+09,1391.72,6.00E+06
138,2007,Paraguay,745,8.90E+09,1458.83,6.10E+06
138,2008,Paraguay,873,9.50E+09,1516.31,6.20E+06
138,2009,Paraguay,889,9.10E+09,1432.48,6.30E+06
138,2010,Paraguay,806,1.10E+10,1622.89,6.50E+06
138,2011,Paraguay,832,,,
139,1993,Peru,24,3.90E+10,1665.97,2.30E+07
139,1994,Peru,24,4.30E+10,1845.27,2.40E+07
139,1995,Peru,25,4.70E+10,1968.42,2.40E+07
139,1996,Peru,31,4.80E+10,1982.89,2.40E+07
139,1997,Peru,40,5.20E+10,2083.06,2.50E+07
139,1998,Peru,51,5.10E+10,2035.32,2.50E+07
139,1999,Peru,39,5.20E+10,2021.35,2.60E+07
139,2000,Peru,538,5.30E+10,2049.3,2.60E+07
139,2001,Peru,560,5.30E+10,2023.72,2.60E+07
139,2002,Peru,598,5.60E+10,2095.5,2.70E+07
139,2003,Peru,472,5.80E+10,2150.61,2.70E+07
139,2004,Peru,516,6.10E+10,2228.34,2.70E+07
139,2005,Peru,558,6.50E+10,2350.66,2.80E+07
139,2006,Peru,560,7.10E+10,2502.04,2.80E+07
139,2007,Peru,447,7.70E+10,2693.08,2.90E+07
139,2008,Peru,508,8.40E+10,2923.44,2.90E+07
139,2009,Peru,462,8.50E+10,2915.45,2.90E+07
139,2010,Peru,471,9.30E+10,3136.24,2.90E+07
139,2011,Peru,486,,,
140,1993,Philippines,0,6.20E+10,929.912,6.70E+07
140,1994,Philippines,0,6.50E+10,949.27,6.80E+07
140,1995,Philippines,0,6.80E+10,972.071,7.00E+07
140,1996,Philippines,2,7.20E+10,1006.84,7.10E+07
140,1997,Philippines,4,7.60E+10,1036.7,7.30E+07
140,1998,Philippines,4,7.50E+10,1009.33,7.50E+07
140,1999,Philippines,6,7.80E+10,1019.24,7.60E+07
140,2000,Philippines,75,8.10E+10,1042.95,7.80E+07
140,2001,Philippines,116,8.30E+10,1052.15,7.90E+07
140,2002,Philippines,149,8.60E+10,1069.59,8.10E+07
140,2003,Philippines,122,9.10E+10,1101.55,8.20E+07
140,2004,Philippines,106,9.70E+10,1153.37,8.40E+07
140,2005,Philippines,92,1.00E+11,1186.08,8.50E+07
140,2006,Philippines,77,1.10E+11,1225.29,8.70E+07
140,2007,Philippines,43,1.10E+11,1282.52,8.90E+07
140,2008,Philippines,31,1.20E+11,1311.68,9.00E+07
140,2009,Philippines,102,1.20E+11,1303.16,9.20E+07
140,2010,Philippines,83,1.30E+11,1378.14,9.40E+07
140,2011,Philippines,97,,,
141,1993,Poland,44,1.20E+11,3039.92,3.80E+07
141,1994,Poland,44,1.20E+11,3190.97,3.90E+07
141,1995,Poland,43,1.30E+11,3410.45,3.90E+07
141,1996,Poland,43,1.40E+11,3620.38,3.90E+07
141,1997,Poland,41,1.50E+11,3873.72,3.90E+07
141,1998,Poland,46,1.60E+11,4065,3.90E+07
141,1999,Poland,52,1.60E+11,4249.8,3.90E+07
141,2000,Poland,589,1.70E+11,4454.08,3.80E+07
141,2001,Poland,583,1.70E+11,4532.01,3.80E+07
141,2002,Poland,629,1.80E+11,4599.55,3.80E+07
141,2003,Poland,628,1.80E+11,4780.65,3.80E+07
141,2004,Poland,656,1.90E+11,5039.1,3.80E+07
141,2005,Poland,672,2.00E+11,5223.67,3.80E+07
141,2006,Poland,696,2.10E+11,5552.49,3.80E+07
141,2007,Poland,854,2.30E+11,5932.46,3.80E+07
141,2008,Poland,862,2.40E+11,6235.74,3.80E+07
141,2009,Poland,748,2.40E+11,6334.62,3.80E+07
141,2010,Poland,556,2.50E+11,6571.58,3.80E+07
141,2011,Poland,449,,,
142,1993,Portugal,48,9.00E+10,9063.03,1.00E+07
142,1994,Portugal,48,9.10E+10,9128.51,1.00E+07
142,1995,Portugal,50,9.50E+10,9491.93,1.00E+07
142,1996,Portugal,53,9.90E+10,9811.91,1.00E+07
142,1997,Portugal,56,1.00E+11,10207.4,1.00E+07
142,1998,Portugal,53,1.10E+11,10680.5,1.00E+07
142,1999,Portugal,50,1.10E+11,11066.8,1.00E+07
142,2000,Portugal,672,1.20E+11,11443.1,1.00E+07
142,2001,Portugal,738,1.20E+11,11592,1.00E+07
142,2002,Portugal,741,1.20E+11,11589.5,1.00E+07
142,2003,Portugal,710,1.20E+11,11401.6,1.00E+07
142,2004,Portugal,682,1.20E+11,11512,1.10E+07
142,2005,Portugal,747,1.20E+11,11547,1.10E+07
142,2006,Portugal,754,1.20E+11,11674.6,1.10E+07
142,2007,Portugal,1258,1.30E+11,11926.1,1.10E+07
142,2008,Portugal,1241,1.30E+11,11909.3,1.10E+07
142,2009,Portugal,1007,1.20E+11,11601.9,1.10E+07
142,2010,Portugal,1176,1.30E+11,11745.7,1.10E+07
142,2011,Portugal,1090,,,
143,1993,Puerto Rico,12,4.60E+10,12683.6,3.60E+06
143,1994,Puerto Rico,11,4.80E+10,13092.2,3.60E+06
143,1995,Puerto Rico,12,5.00E+10,13562,3.70E+06
143,1996,Puerto Rico,11,5.10E+10,13720.9,3.70E+06
143,1997,Puerto Rico,9,5.40E+10,14257.4,3.80E+06
143,1998,Puerto Rico,6,5.70E+10,14959.7,3.80E+06
143,1999,Puerto Rico,3,6.00E+10,15687.3,3.80E+06
143,2000,Puerto Rico,56,6.10E+10,16003.7,3.80E+06
143,2001,Puerto Rico,52,6.50E+10,16793.8,3.80E+06
143,2002,Puerto Rico,55,,,3.90E+06
143,2003,Puerto Rico,43,,,3.90E+06
143,2004,Puerto Rico,38,,,3.90E+06
143,2005,Puerto Rico,75,,,3.90E+06
143,2006,Puerto Rico,62,,,3.90E+06
143,2007,Puerto Rico,10,,,3.90E+06
143,2008,Puerto Rico,7,,,4.00E+06
143,2009,Puerto Rico,173,,,4.00E+06
143,2010,Puerto Rico,87,,,4.00E+06
143,2011,Puerto Rico,184,,,
144,1993,Qatar,32,,,504817
144,1994,Qatar,32,,,515081
144,1995,Qatar,31,,,525736
144,1996,Qatar,24,,,537527
144,1997,Qatar,35,,,551277
144,1998,Qatar,39,,,568177
144,1999,Qatar,41,,,589575
144,2000,Qatar,357,1.80E+10,28792.8,616817
144,2001,Qatar,414,1.80E+10,28307.5,648270
144,2002,Qatar,497,2.00E+10,28720.7,684521
144,2003,Qatar,519,2.00E+10,27813.7,731512
144,2004,Qatar,533,2.50E+10,30847.8,797038
144,2005,Qatar,558,2.70E+10,29878.4,885439
144,2006,Qatar,478,3.10E+10,31357.1,1.00E+06
144,2007,Qatar,503,4.00E+10,34960.4,1.10E+06
144,2008,Qatar,379,5.00E+10,38960.1,1.30E+06
144,2009,Qatar,410,5.40E+10,38466.2,1.40E+06
144,2010,Qatar,376,,,1.50E+06
144,2011,Qatar,290,,,
145,1993,Ireland,54,5.30E+10,14727.8,3.60E+06
145,1994,Ireland,54,5.60E+10,15543.2,3.60E+06
145,1995,Ireland,57,6.10E+10,16860.5,3.60E+06
145,1996,Ireland,47,6.60E+10,18089.3,3.60E+06
145,1997,Ireland,46,7.30E+10,19960.9,3.70E+06
145,1998,Ireland,47,8.00E+10,21418.6,3.70E+06
145,1999,Ireland,42,8.80E+10,23486.1,3.80E+06
145,2000,Ireland,576,9.70E+10,25425.6,3.80E+06
145,2001,Ireland,596,1.00E+11,26450.9,3.90E+06
145,2002,Ireland,672,1.10E+11,27714.1,3.90E+06
145,2003,Ireland,697,1.10E+11,28473.9,4.00E+06
145,2004,Ireland,712,1.20E+11,29250.6,4.10E+06
145,2005,Ireland,716,1.30E+11,30334.6,4.20E+06
145,2006,Ireland,692,1.30E+11,31186.5,4.30E+06
145,2007,Ireland,596,1.40E+11,32214.3,4.40E+06
145,2008,Ireland,731,1.40E+11,30588.8,4.40E+06
145,2009,Ireland,711,1.30E+11,28112.7,4.50E+06
145,2010,Ireland,746,1.20E+11,27814.7,4.50E+06
145,2011,Ireland,681,,,
146,1993,Romania,52,3.60E+10,1558.15,2.30E+07
146,1994,Romania,50,3.70E+10,1621.72,2.30E+07
146,1995,Romania,56,4.00E+10,1741.66,2.30E+07
146,1996,Romania,55,4.10E+10,1817.33,2.30E+07
146,1997,Romania,55,3.90E+10,1710.51,2.30E+07
146,1998,Romania,60,3.70E+10,1632.29,2.30E+07
146,1999,Romania,60,3.60E+10,1615.93,2.20E+07
146,2000,Romania,715,3.70E+10,1650.97,2.20E+07
146,2001,Romania,683,3.90E+10,1769.59,2.20E+07
146,2002,Romania,688,4.10E+10,1887.9,2.20E+07
146,2003,Romania,649,4.30E+10,1991.65,2.20E+07
146,2004,Romania,653,4.70E+10,2164.64,2.20E+07
146,2005,Romania,664,4.90E+10,2260.22,2.20E+07
146,2006,Romania,686,5.30E+10,2444.05,2.20E+07
146,2007,Romania,912,5.60E+10,2595.6,2.20E+07
146,2008,Romania,1088,6.10E+10,2844.64,2.20E+07
146,2009,Romania,858,5.60E+10,2606.63,2.10E+07
146,2010,Romania,745,5.70E+10,2635.32,2.10E+07
146,2011,Romania,531,,,
147,1993,Russia,52,2.90E+11,1925.83,1.50E+08
147,1994,Russia,53,2.50E+11,1685.85,1.50E+08
147,1995,Russia,54,2.40E+11,1618.12,1.50E+08
147,1996,Russia,58,2.30E+11,1564.12,1.50E+08
147,1997,Russia,60,2.30E+11,1590.7,1.50E+08
147,1998,Russia,58,2.20E+11,1510.54,1.50E+08
147,1999,Russia,49,2.40E+11,1613.7,1.50E+08
147,2000,Russia,643,2.60E+11,1775.14,1.50E+08
147,2001,Russia,634,2.70E+11,1870.05,1.50E+08
147,2002,Russia,665,2.90E+11,1967.52,1.50E+08
147,2003,Russia,650,3.10E+11,2121.29,1.50E+08
147,2004,Russia,659,3.30E+11,2285.36,1.40E+08
147,2005,Russia,652,3.50E+11,2442.96,1.40E+08
147,2006,Russia,662,3.80E+11,2654.2,1.40E+08
147,2007,Russia,858,4.10E+11,2888.85,1.40E+08
147,2008,Russia,861,4.30E+11,3043.67,1.40E+08
147,2009,Russia,1103,4.00E+11,2807.81,1.40E+08
147,2010,Russia,1026,4.10E+11,2923.14,1.40E+08
147,2011,Russia,982,,,
148,1993,Rwanda,,1.60E+09,268.079,5.90E+06
148,1994,Rwanda,,7.90E+08,142.37,5.50E+06
148,1995,Rwanda,,1.10E+09,196.241,5.40E+06
148,1996,Rwanda,1,1.20E+09,212.665,5.70E+06
148,1997,Rwanda,6,1.40E+09,222.802,6.20E+06
148,1998,Rwanda,5,1.50E+09,219.365,6.80E+06
148,1999,Rwanda,7,1.60E+09,215.626,7.40E+06
148,2000,Rwanda,180,1.70E+09,218.015,8.00E+06
148,2001,Rwanda,300,1.90E+09,226.52,8.30E+06
148,2002,Rwanda,255,2.10E+09,244.704,8.50E+06
148,2003,Rwanda,326,2.10E+09,245.862,8.70E+06
148,2004,Rwanda,425,2.30E+09,260.037,8.80E+06
148,2005,Rwanda,475,2.50E+09,278.769,9.00E+06
148,2006,Rwanda,488,2.70E+09,297.215,9.20E+06
148,2007,Rwanda,219,2.90E+09,305.452,9.50E+06
148,2008,Rwanda,302,3.20E+09,330.362,9.70E+06
148,2009,Rwanda,391,3.30E+09,334.381,1.00E+07
148,2010,Rwanda,308,3.60E+09,349.681,1.00E+07
148,2011,Rwanda,171,,,
149,1993,Samoa,,2.00E+08,1181.31,165183
149,1994,Samoa,,1.90E+08,1140.96,166677
149,1995,Samoa,,2.00E+08,1204.15,168285
149,1996,Samoa,,2.20E+08,1278.54,170023
149,1997,Samoa,2,2.20E+08,1275.12,171849
149,1998,Samoa,2,2.20E+08,1292.17,173642
149,1999,Samoa,8,2.30E+08,1309.53,175249
149,2000,Samoa,79,2.50E+08,1391.16,176556
149,2001,Samoa,140,2.60E+08,1481.68,177525
149,2002,Samoa,158,2.80E+08,1541.25,178187
149,2003,Samoa,195,2.90E+08,1610.98,178595
149,2004,Samoa,160,3.00E+08,1685.96,178831
149,2005,Samoa,167,3.10E+08,1754.53,178966
149,2006,Samoa,131,3.20E+08,1791.9,179004
149,2007,Samoa,22,3.30E+08,1833.1,178948
149,2008,Samoa,142,3.40E+08,1925.43,178869
149,2009,Samoa,64,3.30E+08,1819.1,178846
149,2010,Samoa,38,3.30E+08,1836.3,178943
149,2011,Samoa,26,,,
150,1993,San Marino,8,5.10E+08,,
150,1994,San Marino,8,5.50E+08,,
